subject,segmentNum,deltaOBW1,deltaOBW2,deltaOBW3,deltaOBW4,deltaOBW5,deltaOBW6,deltaOBW7,deltaOBW8,deltaOBW9,deltaOBW10,deltaPobwdB1,deltaPobwdB2,deltaPobwdB3,deltaPobwdB4,deltaPobwdB5,deltaPobwdB6,deltaPobwdB7,deltaPobwdB8,deltaPobwdB9,deltaPobwdB10,deltaP3dB1,deltaP3dB2,deltaP3dB3,deltaP3dB4,deltaP3dB5,deltaP3dB6,deltaP3dB7,deltaP3dB8,deltaFCenter1,deltaFCenter2,deltaFCenter3,deltaFCenter4,deltaFCenter5,deltaFCenter6,deltaFCenter7,deltaFCenter8,deltaAmp
1.0,2.0,24.09984737194918,-29.647577019559776,-364.43509657157983,-157.160278994152,-28.48752380086205,-34.636600828220935,-29.27035180624904,36.086400461955975,46.47426183061299,20.83717021555269,0.017347475282896596,-0.2590170979181998,0.32380959997799863,0.8972501060437992,-0.5774964383330001,-0.29885644178440884,0.06444245409629445,-1.311953246253708,-0.7727378933186984,0.014249544797891645,0.5951672897583009,-0.26392262629759244,2.523756924629396,-0.13136769058569797,-0.3597060016772957,-4.630631796105405,-5.500711592039302,0.12005608149578961,-4447.4031973704205,-0.09764787968015298,-10.140808428855053,-19.299032804544936,17.324668752816024,35.58887539547797,3.5156063206139834,30.52847020261241,-0.07973300000000005
1.0,3.0,-0.15536723876994074,0.16172022937007569,-0.028590121529759926,0.019915744160016402,0.017292227428015394,0.017552920571006325,-0.9578969139129754,-2.9479644410079686,-14.415752870077966,-10.015786337136007,0.2674209324497028,0.2674413272991991,0.26745406742840316,0.26745942122730426,0.2673087111349055,0.26655317593619543,0.25901772904069986,0.3927504882318118,0.0938059349712006,-2.2696009089187967,-0.0038118608953041644,-0.19444735294121074,0.3410336233396052,0.10576088293669983,2.045953066492295,-1.2382782103198906,-1.7359112307411948,-0.041742451784095636,-0.10787506458996177,0.02848106752003332,-0.1755507298049679,-0.01964846492205652,-17.984890432146017,0.4518738869560366,-0.12311988729899781,0.12136438711799258,0.0
1.0,4.0,-12.082060620279663,-36.31963076426018,16.50500924426956,202.47535383276193,10.761555879412981,1.3632960533759615,35.05673815604405,-21.472011502176997,-7.2909954481890225,5.062105485798,-0.05170994161930054,-0.5179585928972017,0.3361971423964967,-0.7500925657097,0.9569348148975934,1.560106071443407,-0.6587452413667023,2.725244067995291,5.0763602824996,3.481824833078605,-0.9553816489218008,-0.612343931843796,-0.16692477647129778,-0.49574993228990394,-0.6236183666924973,3.4107511011643936,-0.4961860248420038,3.387778560428302,-132.30407106445,0.06472789838994686,0.06521145552699181,-104.61402053830795,-129.50221106570203,-115.319893446529,-55.12328819895198,-29.65903224555821,-0.07173300000000005
2.0,2.0,-78.07597030030956,51.29730088387987,113.49274482929013,161.332086327585,30.114367035588998,28.616238512460995,23.859415479710037,74.23637239599802,128.78611441123297,17.683530774474505,-1.367882308154897,-0.4745084612804007,-2.0696978818175005,-2.2196617553411997,-3.2567728100507978,-0.6822516685567983,1.0383967725099943,-3.064031224470206,-2.564495264398893,-2.777829723567187,-7.853794470092893,-8.085012949926792,-5.103242241276703,-4.139985483951598,-2.9747282679544043,2.113493477451101,-1.7439653160141049,-2.2406777860629106,17.407188663999932,141.264956729627,245.27085560085297,67.75360675444006,96.84295086484099,76.88000537616311,76.82875021971108,57.6944733632365,-3.4595470000000006
2.0,3.0,262.51869785984945,195.17965948616984,64.25446615233977,-54.20476667537014,15.971179022012052,-1.998043874194991,-1.2049656099090384,-38.85587651246101,-130.59971783523397,-32.71897085535629,0.6789605461274988,-0.3837569052821017,1.2783268732295028,2.9902671884185956,2.856500467172598,2.584143706017393,1.9312934534080988,3.553135890179206,3.202827220584396,1.8765177104617905,12.430630681802896,1.6914163311871917,1.9296045496330052,8.799608690289798,2.2882991931023042,-0.5946470227263987,3.0853779204571055,1.7884838588957024,-15.630693787960126,-128.50694371400596,-244.935394080362,-118.93181140509205,-107.475319106628,-58.67526739132953,-63.4570679623796,-50.5991646562789,3.5136140000000005
2.0,4.0,-288.9729259582891,-228.1893164361395,-63.18155029677973,45.59597570006008,-77.49798116257898,-36.412535338091004,5.625815349937,40.13162859347898,53.961238553370976,22.690656570731292,-0.33083016123159936,0.7026778359537005,-1.2790754811847016,-2.6649006135759983,-2.626477130067503,-3.581777485841098,-3.0846069443612976,-3.327639272151103,-2.8469805634633047,-5.040998476400802,-10.920080920124299,5.480636656258504,-2.3502028832761965,-7.5497067586103945,-1.3580463962418037,-2.0298132992297013,-2.382082769296403,-0.5355258457196967,15.23524011246036,129.40527461774604,-0.2513404417059917,79.19515555158401,57.19428315910801,32.15550808214752,-12.255203931586394,-1.4667047443556989,-3.4999890000000002
3.0,2.0,-36.10719095047989,151.30343889485948,157.1238093055199,99.48992252633025,30.777094467078882,70.72814561446393,8.371361567537008,62.86038132464998,55.88083294217002,33.4910009012837,-0.05394650727780004,-1.4320574971995015,0.08129164954919688,0.6909608316780975,0.01919259162660225,-1.0081563562015958,-0.1734490915586946,1.3364666759757995,-0.8041939799308935,0.8017614366776087,1.1586685768930067,-1.1904747750236027,-0.07983017487010358,-8.224904794930907,-0.19327120920570096,-3.594788683920406,-2.9339149387717,-1.3469242560110857,-11.56135094830961,70.2028849916801,-2.4861754841840593,-53.07407192079799,-45.150710291484984,2.0476069143990117,17.11896659722359,-5.278501199354295,0.029858000000002605
3.0,3.0,-301.72452923696073,-495.93505547420955,-253.99357172060968,-34.43219027679015,-34.11908890783491,-53.658372828219,14.565657123847018,0.2133874218039864,45.027477946495964,-13.009533585013997,0.7547113137957027,2.2733070400900033,0.03329832200889982,0.01584096894020348,0.5189461672686981,1.2557754795912004,0.6477381468334968,-2.5642134521997093,0.8257102729478945,-1.1464719518486035,-0.790763470011008,1.762185823023806,0.8442894885431045,5.693198332478502,-0.18226092132109883,1.8132880237509994,1.1830595969819981,0.8442284559626998,11.391669395909503,-70.3348314883201,2.780936700654024,251.595988830736,49.13832213426997,-23.652334610151996,-5.483079528282602,15.437880715071806,-0.06552000000000113
5.0,2.0,9.692004349020408,-600.4365244511996,-115.71768393123614,-34.88469799247605,-89.37521980886896,-29.454520360671978,-3.600629645002016,0.899330832918011,19.323752233632412,28.605705027504,0.6178865934124005,5.676633386890998,2.9234226051973984,3.0627106849795958,3.213543670455403,4.706841564256802,8.434847455967905,10.916853224980695,14.4780521449925,17.850430233696812,4.3304848489643035,8.071847897374205,4.051326900019696,4.739052492490899,4.968041588524603,2.949705283954497,14.2939145096599,10.186684631061496,-408.1086810021902,-5.81917459980798,-273.747628395117,-48.29505318004297,-28.879301600418287,-9.872567818816094,30.48662108231611,25.697208164754397,0.6170820000000008
5.0,3.0,397.0086269383896,-115.07293428234016,96.66858638420808,15.866137710814087,-36.20429945650403,3.594774982941999,-20.167752290044007,-27.037284453047093,-44.4811804752332,-34.0584369184579,-2.509607644852803,1.3737549912717988,-1.4441304886778994,-1.7921804076047962,2.5491476278746994,-0.337574438226099,-3.6499429148024056,0.008204235577998986,2.489879127874204,-1.7021776761318002,-8.9997929771422,0.6318735042734964,-9.091345202212196,-9.529079124611993,5.9660923254465,-2.872834086507197,-4.745919558276199,6.169016949519708,-26.073954545229753,-5.237544675783965,273.325629769312,44.817801820978985,13.482174640583011,-27.767939804093203,-25.181605077723507,-20.766674502716494,3.0572940000000006
5.0,4.0,2255.5565476206298,307.17627375714005,276.0348324820251,-59.7311164996961,98.91371584704706,-33.73175731845001,101.36193903294702,71.0652419491931,38.54822085421931,1.592485016186103,-3.9377150634325986,-2.5686119923052004,-2.4891109953660013,5.551161816351998,-0.4023427118181999,0.35936106710469673,-2.430533971770295,-0.44463251354869726,-8.347758978569498,-4.702065078368502,-4.913628152333601,-3.8812991977009936,-0.7063179329818041,8.304089355774892,-4.037224862120802,9.319720560399599,-5.345227298973803,-7.336352739612401,-116.28728544365003,-20.941918328056033,6.122135743369029,1.407995133713996,-35.33858633700921,16.799691414006404,7.1028519957495995,3.5649584050900955,3.2343919999999997
5.0,5.0,-13.333853906039622,374.10479300226007,-210.21673955802908,98.547350529705,7.908950115079904,31.137216325202985,-103.863330247461,-55.96858636933371,-12.381901189152806,6.488754034934196,-1.418822655222506,-5.142955607975502,1.1994438421175957,-6.956822240347103,-1.0219304097698014,-0.7453441122815967,1.6457574884740005,-5.366503721657999,-3.240966494247907,-12.1583415442214,1.1475139237316014,-9.370052651117312,6.0644138288379,-3.4663409613545966,2.523715271476,-2.878318648873101,1.6381883540943036,-0.21866809986619984,119.44158985141985,25.965551879007023,-4.941556329297043,-1.1028342497669712,31.200153844609495,-20.033750382658003,-9.344696521917896,-8.158014880358795,-1.0937470000000005
5.0,6.0,-1078.8889965503613,-678.91590283202,38.19144610257399,-85.92678847968193,-61.67827216458295,50.04567777484101,37.17954242368498,4.888861150145701,19.335504237904694,23.397329078332497,5.220523213243808,6.9172002467756,-1.1702903627377914,5.957639620580405,-0.5365697239119989,1.6366680622806982,-0.3061521135034013,0.905605669436099,3.5927636761721082,12.919378430452596,5.8808405413277995,12.279756983030808,-9.0984535132527,3.769737621707698,-3.2044352299284995,1.6466863616540017,0.6776249264213021,0.9002730903053973,-34.12418740161979,-0.8902786772879381,-273.03351807968596,-52.25917211044812,-24.417394187945696,17.241595837915806,11.291510757253697,2.7884093515272,1.3405289999999983
5.0,7.0,2068.6496783769308,640.3818266361802,265.7497798577251,131.72429469747897,70.32687767242402,-86.57094409087802,-19.094676856082998,49.24957251083801,23.70426704968871,0.3019965433426961,-10.205886265284,-9.188924890998202,-4.7536881177630015,-5.835804579523003,-1.8458942583504,1.7298184243874015,0.11588355947139917,1.4917951866734995,-2.2137110794982036,-1.7384574942067985,-13.884354312051599,-10.4124744207517,-4.920144374596994,-10.035129001842002,2.4857640202098032,3.2564463284143024,-0.9694891817778952,-5.8986076211281,54.53817982285,6.388723531185974,276.62893579508,54.9032361630061,35.059759589385,29.977670881633195,15.386165533152699,18.7435530992843,0.5305140000000019
6.0,2.0,2198.768267706341,-334.2181348603999,-236.52545465750995,62.6274194184889,-64.87856618382693,107.18309897916998,66.24212109376305,63.11675143893501,34.915719240672004,11.677966777357902,-0.1190397294102965,1.4694799747642016,3.4937177736321985,3.1942413783757004,6.9363438937921025,9.542195816996404,9.5558957953766,6.821953321686905,1.2424297216145064,0.645449035706001,-3.325188139417193,-9.861168202602304,8.406235998204597,4.9289197109593985,11.964786030333897,11.869930863114192,10.523195554550306,4.2470532853796,-122.7616874599903,76.269354266537,219.99461171379988,3.742086953889981,9.038196669537001,84.38891514786012,44.181005155183094,18.688547856422502,2.9056239999999995
