subject,soundtype,recording,segmentNum,numIMF,OBW1,OBW2,OBW3,OBW4,OBW5,OBW6,OBW7,OBW8,OBW9,OBW10,OBWRatio1,OBWRatio2,OBWRatio3,OBWRatio4,OBWRatio5,OBWRatio6,OBWRatio7,OBWRatio8,OBWRatio9,OBWRatio10,PobwdB1,PobwdB2,PobwdB3,PobwdB4,PobwdB5,PobwdB6,PobwdB7,PobwdB8,PobwdB9,PobwdB10,PobwRatio_23,PobwRatio_34,PobwRatio_45,PobwRatio_56,PobwRatio_67,PobwRatio_78,P3dB1,P3dB2,P3dB3,P3dB4,P3dB5,P3dB6,P3dB7,P3dB8,P3dBBalancing_23,P3dBBalancing_34,P3dBBalancing_45,P3dBBalancing_56,P3dBBalancing_67,P3dBBalancing_78,FCenter1,FCenter2,FCenter3,FCenter4,FCenter5,FCenter6,FCenter7,FCenter8,FCRatio1,FCRatio2,FCRatio3,FCRatio4,FCRatio5,FCRatio6,SNRdB,Amplification,Length(s),PowerOBW(W),Power3dB(W),deltaOBW1,deltaOBW2,deltaOBW3,deltaOBW4,deltaOBW5,deltaOBW6,deltaOBW7,deltaOBW8,deltaOBW9,deltaOBW10,deltaPobwdB1,deltaPobwdB2,deltaPobwdB3,deltaPobwdB4,deltaPobwdB5,deltaPobwdB6,deltaPobwdB7,deltaPobwdB8,deltaPobwdB9,deltaPobwdB10,deltaP3dB1,deltaP3dB2,deltaP3dB3,deltaP3dB4,deltaP3dB5,deltaP3dB6,deltaP3dB7,deltaP3dB8,deltaFCenter1,deltaFCenter2,deltaFCenter3,deltaFCenter4,deltaFCenter5,deltaFCenter6,deltaFCenter7,deltaFCenter8,deltaAmp
1,DDK,pataka Triad,1,19,4958.93090713273,2911.77682886436,1671.83763053542,1043.34419787519,613.198468458265,418.136432169366,284.497610111626,214.98196239926997,117.824963775273,72.4232614671845,1.74166245314854,1.6023835987588502,1.70147880587246,1.46650332590462,1.46973618514864,1.3233557222035701,1.82458755352817,1.6268939203830302,1.6175329828519398,1.58106915550179,-30.088791903538798,-22.332938409028,-20.481681590194,-23.2641778420123,-26.280505673193,-32.3383438294273,-39.653269528668,-45.1370257993863,-45.820939015457,-45.14716258239039,10.999823868197698,18.7973421881299,14.2069742832408,18.1095801498065,19.0856434734599,19.880724299681898,-52.0440562075231,-34.153583507231104,-33.3327622772257,-39.2790237783239,-37.4711521252531,-44.390085822999495,-51.4239873028873,-59.5339938283498,-0.11304694235598299,1.03162764270134,-0.4723611765022279,1.00380538509997,1.3346089265967198,0.511188610076914,2880.7620985613103,1311.0629463747198,792.590794053362,531.540680599046,407.683430443848,252.831968516963,175.45979595237802,58.4243080334174,1.65414859245318,1.49111972607649,1.3038074174865402,1.61246788859493,1.44096809838754,3.00319852914678,13.168601030466599,3.168439,0.581438,0.021052,0.0008960000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,DDK,pataka Triad,2,20,5323.23942957013,3171.50755069719,1642.75513411012,1040.47166936,692.462540676118,437.84483216273804,327.28049728161596,220.81780309469102,131.812455912894,75.883470001858,1.9306027324730801,1.57885618848286,1.5025674433509197,1.5815249828476798,1.3378274470965,1.48212912498396,1.6752423097299298,1.7370378016406798,1.61860126442244,1.64891661037242,-27.2002336158107,-22.871974532337603,-18.2782395416496,-19.3798573586604,-22.6149212865358,-27.1505739335568,-33.6303597259794,-38.569052791514295,-38.202878880393705,-36.2510054824908,10.6761090334692,16.5778442927983,15.7154900149142,14.4934682596437,18.0444703800734,15.158113543410401,-44.989162884127104,-40.3742024348976,-33.5480835658068,-34.8560838344478,-35.0953473735747,-37.1083895461795,-45.1950443136302,-48.788473269389804,19.4683648816117,0.30680619302273304,0.0406623926059606,0.197183985877781,2.67584842764559,0.298565043824852,2720.29476803589,906.9725514879331,674.926795876695,448.875770790688,221.21065237942003,179.40397554672901,77.89730514870159,47.07205998307071,1.34380877604633,1.5035937330451599,2.02917791689696,1.23303093872522,2.303083209416,1.6548522664340002,12.731400622460802,6.043526,0.447437,0.036374000000000004,0.002633,364.3085224373999,259.73072183282966,-29.08249642529995,-2.8725285151899698,79.26407221785303,19.70839999337204,42.782887169989976,5.835840695421041,13.98749213762099,3.460208534673498,2.888558287728099,-0.5390361233096037,2.2034420485443995,3.884320483351903,3.6655843866572013,5.1877698958705025,6.022909802688595,6.5679730078720056,7.6180601350632955,8.896157099899597,7.054893323395994,-6.220618927666493,-0.21532128858110156,4.422939943876095,2.3758047516784018,7.281696276819993,6.228942989257099,10.745520558959996,-160.4673305254205,-404.0903948867867,-117.66399817666695,-82.664909808358,-186.47277806442798,-73.42799297023399,-97.56249080367643,-11.352248050346688,2.875087
1,DDK,pataka Triad,3,19,5146.93119268649,2978.74951365062,1578.53965437905,966.3334583189501,762.903369421912,450.77659368098506,275.50236630163,151.23170219943,90.59751497230629,71.6901580873823,1.88702862508853,1.63353513302241,1.2666524976173401,1.69242010369735,1.6361986277368603,1.8217236352886101,1.66926987175816,1.2637371347665,1.4543518651424,1.25763419705928,-25.5251724986964,-21.329909484838396,-18.727712178987602,-19.4408813499588,-22.9167597732861,-26.597330214830798,-35.4265375501329,-36.8921561127945,-35.4378624641767,-34.5576411164897,12.253214740742,8.86774722770237,18.51046124604,8.02749882929061,19.197273678599398,11.5457583012586,-37.7413157625874,-41.375718605527794,-33.5831242255804,-27.59545940669,-37.951342595998796,-30.9442586025767,-45.79460389343021,-46.97229585139149,-1.2018048921409499,-1.45431784040747,0.691229737066028,-7.75474074779177,2.31859945252266,0.0942134286588002,1429.1164506996697,1428.32818905673,911.250683987026,685.0131145640499,242.494003962709,146.11483060854098,61.4326293866949,55.1487803592101,1.56743716537728,1.33026750088859,2.824866196153,1.6596125318201203,2.37845640121969,1.11394357203469,165.813652043928,6.839491000000001,0.454375,0.037757,0.001175,-176.30823688363944,-192.75803704656983,-64.21547973106999,-74.13821104105,70.44082874579397,12.931761518247015,-51.778130979985974,-69.58610089526101,-41.21494094058771,-4.1933119144757,1.6750611171143,1.5420650474992073,-0.44947263733800114,-0.06102399129840208,-0.3018384867502988,0.5532437187260015,-1.7961778241534958,1.6768966787197925,2.7650164162170014,1.6933643660010986,7.2478471215397064,-1.0015161706301967,-0.035040659773599714,7.260624427757801,-2.8559952224240988,6.164130943602803,-0.5995595798000082,1.8161774179983112,-1291.17831733622,521.355637568797,236.32388811033104,236.13734377336192,21.283351583288976,-33.28914493818803,-16.464675762006692,8.076720376139392,0.7959650000000007
1,DDK,pataka Triad,4,17,5182.11588379232,2705.54232028684,1738.94503742891,1042.2374769056,603.7758787980259,364.356861846506,400.755635359952,244.33671760011,128.910018829939,60.6619077294771,1.5558526934738999,1.66847294974637,1.7261992628464198,1.65710033766945,0.909174643344058,1.6401776994313402,1.8954051812097201,2.12505711829598,1.2941778109658502,1.6695875913333202,-30.4332914743292,-20.1323397188607,-19.2037174025981,-21.1886129352431,-22.156772761916297,-27.577076942105197,-34.0559126214997,-41.1725899141461,-39.8491051178936,-43.4147437073802,8.99141859715732,17.748920696046103,7.90433298900349,16.8963715778091,17.961646982334898,17.8945255262805,-44.2594855133648,-34.186584572568606,-29.123758316017998,-36.9526380986442,-29.092945924246603,-39.0531443397254,-45.5387239244401,-51.950438147780105,36.974617515750396,0.772288951098369,43.8282835668058,0.9772979090702779,1.21028474978039,1.2795886896650501,1415.4811014888198,886.004580140805,444.296540019469,219.217971248461,151.203744517725,106.837467263254,48.576819944397,34.2784101622239,1.9941739364028799,2.0267341107536496,1.4498184019692901,1.4152688976157501,2.19935078882365,1.4171258151852801,15.576070598304698,6.50546,0.443125,0.033441000000000005,0.002472,35.1846911058301,-273.2071933637799,160.4053830498599,75.90401858664995,-159.12749062388605,-86.41973183447908,125.25326905832202,93.10501540068,38.312503857632706,-11.0282503579052,-4.908118975632799,1.197569765977697,-0.4760052236104997,-1.7477315852842992,0.7599870113698017,-0.9797467272743994,1.3706249286331982,-4.280433801351599,-4.411242653716897,-8.857102590890499,-6.518169750777403,7.189134032959188,4.4593659095624005,-9.3571786919542,8.858396671752192,-8.1088857371487,0.2558799689901079,-4.9781422963886115,-13.635349210849881,-542.323608915925,-466.95414396755706,-465.7951433155889,-91.290259444984,-39.277363345286986,-12.855809442297897,-20.8703701969862,-0.3340310000000004
1,DDK,pataka Triad,5,17,5340.893040190829,2970.4269741619105,1480.16286902674,1035.66055527565,593.151661831789,311.75666792089197,259.07942265714803,163.309473288687,94.76043836610191,57.7560865335973,2.0068244085294897,1.42919691349332,1.74602993116009,1.9026109875613002,1.20332469759072,1.58643229593403,1.7233929697301498,1.64070047078032,1.2771534094645802,1.7362534489669197,-31.549863064600896,-23.0012761321834,-19.3054179432649,-21.5215128342988,-24.2025736923693,-28.8677674126363,-38.408268186387,-42.3290771966044,-41.355245138297,-43.078118768724,8.69242247125522,15.259845045072,14.244830308959301,13.9406174807479,23.0194389420579,17.5555547418747,-48.620849770358106,-29.796428488830298,-31.6936986034386,-34.5652629883369,-35.7663431432581,-38.1431911731172,-51.88720635469421,-55.96382292826161,-30.862539884532104,0.284707206599812,56.488894924391204,0.263356834238712,2.21964696324497,0.302019433805732,3309.73527124159,885.682754863291,440.208619576744,235.143458428766,153.08606310292402,60.063346679726,42.171325612208705,34.9828854684715,2.01196140983079,1.87208533258049,1.5360213311558797,2.54874347776891,1.42426982808284,1.20548448326871,15.7256050259326,5.855611,0.450313,0.026588,0.005332,158.77715639850885,264.8846538750704,-258.7821684021699,-6.576921629949993,-10.624216966236872,-52.60019392561401,-141.67621270280398,-81.027244311423,-34.14958046383708,-2.9058211958798026,-1.1165715902716968,-2.8689364133227,-0.10170054066679768,-0.3328998990557004,-2.0458009304530016,-1.2906904705311035,-4.352355564887297,-1.1564872824583006,-1.5061400204034001,0.33662493865619325,-4.361364256993305,4.390156083738308,-2.5699402874206037,2.3873751103073033,-6.673397219011495,0.9099531666081973,-6.3484824302541085,-4.013384780481502,1894.2541697527702,-0.3218252775139945,-4.087920442724965,15.925487180304998,1.882318585199016,-46.774120583527996,-6.405494332188297,0.7044753062476019,-0.6498490000000006
1,DDK,pataka Triad,6,15,5239.97241881656,2689.20370244721,1416.68952278031,913.5756381004311,555.933468359913,325.713123936982,254.191597404147,126.667928079636,73.5931361724075,46.9568401803715,1.89823081148334,1.55070851684048,1.64331829273675,1.7068193680383401,1.28136857104336,2.00675578465559,1.7211921473612601,1.5672506048047599,1.93996512743404,1.4869628002322501,-30.3618124028717,-20.9271074339689,-19.8351058309852,-21.929321617102104,-26.0226517275525,-29.1485926856846,-36.4200316845988,-41.4354708138166,-42.132266078034206,-45.497056242285204,11.103325580078401,15.808813428010302,15.1700467492361,13.744116177666301,19.1383512545779,14.078832958065,-48.3447648285895,-33.9588266409723,-32.0304330140474,-35.6439192589956,-37.099368366338204,-39.7667679052188,-48.2869439402624,-50.498864642663705,9.95293671766292,0.351858534364589,0.145826131474551,-6.17702493311695,0.8433871412856508,0.258469398490559,2729.0520120014803,900.6546872866071,441.986638613484,228.012642067973,113.20053052330601,62.5509669473014,28.7121456256729,22.6094325435472,2.03774188765517,1.93843040721279,2.01423651473992,1.80973270355158,2.1785542523639,1.26991889647701,14.229884927842601,5.530464,0.477812,0.02474,0.003101,-100.9206213742691,-281.22327171470033,-63.47334624643008,-122.08491717521895,-37.21819347187602,13.956456016090044,-4.88782525300104,-36.641545209051,-21.16730219369441,-10.799246353225797,1.1880506617291964,2.0741686982145,-0.5296878877203,-0.4078087828033041,-1.8200780351832009,-0.2808252730483005,1.9882365017882009,0.8936063827878016,-0.7770209397372057,-2.4189374735612006,0.27608494176860887,-4.162398152142,-0.33673441060879483,-1.0786562706587048,-1.3330252230801065,-1.623576732101597,3.6002624144318105,5.464958285597902,-580.6832592401097,14.971932423316048,1.7780190367399769,-7.1308163607930055,-39.885532579618,2.4876202675753945,-13.459179986535805,-12.373452924924301,-0.3251469999999994
1,DDK,pataka Triad,7,19,5141.79418759748,2989.34038540283,1420.2527525739301,1037.50851984757,630.963582798444,371.379469604413,316.65207287324,175.03599903919,99.11967852085209,67.0602840665302,2.10479464305577,1.3689070744041698,1.6443239326840702,1.6989727070011003,1.17283132314463,1.80906827516289,1.76590563701603,1.47806827693298,1.84869108660891,1.06684487969102,-29.852325852919503,-22.2553535510283,-17.450643273009902,-20.0584641277539,-23.000234112692,-30.120953994639102,-38.136320492393395,-41.3726832455686,-41.537537575285896,-40.8717103158994,0.19250440242428002,10.7086428034155,11.011523801546499,17.893639039379497,20.296206086291804,13.6085161286819,-46.503040183147604,-37.0856111927347,-22.447857953452502,-28.1592860764253,-31.0699879293004,-40.8938731520716,-50.4171600809309,-51.7448366210752,-3849.6921198628297,1.36607115638131,0.49590165615912696,0.995520787510702,1.6136506701745301,0.13075947649293598,2723.28793241765,879.1942541617731,657.827888497991,437.947746028339,220.985252807211,146.792656857248,72.6191527581811,57.3581869328454,1.33651106852466,1.5020693552226299,1.98179625321155,1.5054244370146699,2.0214041514097802,1.2660642994731202,15.4651870018086,6.865284,0.483563,0.036725,0.010306000000000001,-98.17823121907986,300.13668295562,3.5632297936201667,123.93288174713882,75.03011443853097,45.66634566743096,62.46047546909301,48.36807095955399,25.526542348444593,20.1034438861587,0.5094865499521966,-1.3282461170594004,2.384462557975297,1.8708574893482037,3.022417614860501,-0.9723613089545005,-1.716288807794598,0.06278756824799814,0.5947285027483105,4.625345926385805,1.841724645441893,-3.1267845517624053,9.582575060594895,7.4846331825703025,6.029380437037805,-1.1271052468527998,-2.1302161406685016,-1.2459719784114967,-5.764079583830153,-21.460433124834026,215.84124988450702,209.935103960366,107.78472228390498,84.24168990994661,43.9070071325082,34.7487543892982,1.3348199999999997
1,DDK,pataka Triad,8,18,5059.091981624811,2557.88199206531,1290.5169995910499,942.1732697617811,629.7882495017141,367.61908893818804,270.11641082076596,246.98681261283798,102.078836142238,70.59506154081029,1.98205989760373,1.36972363896223,1.49601595537425,1.71315437215397,1.3609653994037398,1.09364709784803,2.41956924615287,1.4459770119079398,1.2688077927416002,1.76675664767526,-29.0641559331855,-19.6374386819884,-22.3458495157953,-23.961582527915898,-27.177674734183398,-31.085200129667697,-37.2486265480728,-41.470625638445796,-41.387040394901,-39.6935169153931,10.697832075032,9.62924550890014,14.994222120579698,18.602742194962698,19.3197708350093,17.1338560600232,-39.5666524576335,-23.0900676606005,-30.335270757020396,-31.975095024695396,-38.9558046484956,-45.7804169291461,-50.404970964677,-54.382482608096,1.7508115001660502,0.275787550473392,0.701893494988205,6.723849451904809,0.522481646088941,1.30930161045036,1344.03210995014,899.2783433665469,675.0283127353209,447.023631198329,224.35714484742599,113.22443472143699,91.72561243588491,41.4568563034622,1.33220833319203,1.51005062288493,1.99246443211036,1.98152585525736,1.23438188870725,2.21255591028075,11.9319419136534,5.156255000000001,0.555312,0.02002,0.00477,-82.70220597266962,-431.4583933375202,-129.73575298288029,-95.33525008578886,-1.1753332967299457,-3.7603806662249326,-46.53566205247404,71.95081357364799,2.9591576213859128,3.534777474280091,0.7881699197340026,2.6179148690399003,-4.895206242785399,-3.903118400161997,-4.1774406214913995,-0.9642461350285956,0.8876939443205956,-0.09794239287719364,0.150497180384896,1.1781934005063022,6.936387725514102,13.995543532134203,-7.887412803567894,-3.815808948270096,-7.885816719195201,-4.8865437770745,0.012189116253900067,-2.6376459870207967,-1379.2558224675101,20.084089204773818,17.200424237329912,9.075885169989988,3.3718920402149877,-33.56822213581101,19.10645967770381,-15.901330629383196,-1.7090289999999992
3,DDK,pataka Triad,1,16,5245.073313782779,2111.32140143482,1286.00919438395,797.6115476881951,624.08773943487,468.405677091206,285.69345796004797,170.528701325212,108.18729217591299,68.2394699619093,1.6417622911679302,1.6123251952799902,1.27804393082687,1.3323658741936002,1.63953938755122,1.67533943400652,1.5762359690815901,1.5854063965664098,1.44508075346286,1.46517080009801,-27.428802594634398,-21.2005771373356,-19.3258599150383,-20.2498591996935,-22.223399452978,-24.641025830500602,-30.5514620972438,-36.0480793876829,-42.6070861261004,-43.17669480218039,8.754482279608741,12.499993197151802,16.8184560241247,11.529450454477699,14.6128667011682,16.994653730779998,-41.9592252006152,-32.4788749761231,-29.955059416944398,-31.825853112190103,-37.0683152238182,-33.752849907455804,-39.2538925316688,-47.546115828023794,-2.3496961072653,7.96063080554116,0.5360632417225829,-7.279325464011719,0.607199156527072,1.6689391214115399,1732.28906823134,587.769249200609,272.523966976093,140.919056070334,99.86221196450941,36.8219322464126,15.9695393363858,13.2030461754669,2.15676168126589,1.93390428928274,1.41113493580951,2.71203073473252,2.30576045249569,1.20953446077159,13.2638378647387,3.772507,0.371312,0.039559,0.0035060000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,DDK,pataka Triad,2,17,5751.524839137111,2224.6257162402803,1450.3201023743302,1070.68966447657,688.9286634122659,483.58506075147994,295.607659690436,189.244138689573,131.298710328038,75.7309854546062,1.5338860108181203,1.35456626741918,1.5541372007566698,1.42462768047815,1.63590165849524,1.56204393825553,1.44132519060365,1.73375150923845,1.43621691029485,1.65109008598968,-28.1396815781594,-21.8989376611628,-20.5173596768914,-21.3239708885195,-19.9000591268776,-20.704190530826498,-24.1125657427419,-29.4374516178362,-35.2491565292592,-34.6607352190016,13.6711315557022,13.231130392816802,9.02548701879195,11.6719088589047,16.9889389316432,17.869989275644397,-49.0844808787844,-29.6520731296811,-35.570069216865,-33.7484900697082,-30.349457907311397,-31.571967985782297,-37.6931294624697,-41.9825550183862,4.88003137341501,-0.46877035400142997,-0.595253348722173,30.727620947006997,0.536528399496803,0.5388100342671871,1823.73062899744,536.40635184995,376.714094249955,253.58110324157798,114.677763155783,66.043720597965,46.2840908570676,33.5268363666096,1.42390836986852,1.4855763676170801,2.21124912331176,1.73639162235987,1.42692055466571,1.3805087468128503,13.714194574358402,4.221592,0.391437,0.036917,0.002062,506.45152535433135,113.30431480546031,164.3109079903802,273.0781167883749,64.84092397739596,15.17938366027397,9.914201730388015,18.71543736436098,23.11141815212501,7.491515492696905,-0.7108789835250029,-0.6983605238272013,-1.1914997618530982,-1.074111688826001,2.3233403261004,3.9368352996741045,6.4388963545019,6.6106277698466975,7.3579295968411955,8.515959583178791,-7.1252556781691965,2.8268018464420024,-5.615009799920603,-1.922636957518094,6.718857316506806,2.1808819216735067,1.5607630691990977,5.563560809637593,91.44156076609988,-51.362897350658955,104.190127273862,112.66204717124398,14.815551191273585,29.221788351552405,30.314551520681803,20.3237901911427,0.4490850000000002
