subject,soundtype,recording,segmentNum,numIMF,OBW1,OBW2,OBW3,OBW4,OBW5,OBW6,OBW7,OBW8,OBW9,OBW10,OBWRatio1,OBWRatio2,OBWRatio3,OBWRatio4,OBWRatio5,OBWRatio6,OBWRatio7,OBWRatio8,OBWRatio9,OBWRatio10,PobwdB1,PobwdB2,PobwdB3,PobwdB4,PobwdB5,PobwdB6,PobwdB7,PobwdB8,PobwdB9,PobwdB10,PobwRatio_23,PobwRatio_34,PobwRatio_45,PobwRatio_56,PobwRatio_67,PobwRatio_78,P3dB1,P3dB2,P3dB3,P3dB4,P3dB5,P3dB6,P3dB7,P3dB8,P3dBBalancing_23,P3dBBalancing_34,P3dBBalancing_45,P3dBBalancing_56,P3dBBalancing_67,P3dBBalancing_78,FCenter1,FCenter2,FCenter3,FCenter4,FCenter5,FCenter6,FCenter7,FCenter8,FCRatio1,FCRatio2,FCRatio3,FCRatio4,FCRatio5,FCRatio6,SNRdB, Amplification ,deltaOBW1,deltaOBW2,deltaOBW3,deltaOBW4,deltaOBW5,deltaOBW6,deltaOBW7,deltaOBW8,deltaOBW9,deltaOBW10,deltaPobwdB1,deltaPobwdB2,deltaPobwdB3,deltaPobwdB4,deltaPobwdB5,deltaPobwdB6,deltaPobwdB7,deltaPobwdB8,deltaPobwdB9,deltaPobwdB10,deltaP3dB1,deltaP3dB2,deltaP3dB3,deltaP3dB4,deltaP3dB5,deltaP3dB6,deltaP3dB7,deltaP3dB8,deltaFCenter1,deltaFCenter2,deltaFCenter3,deltaFCenter4,deltaFCenter5,deltaFCenter6,deltaFCenter7,deltaFCenter8,deltaAmp
1,DDK,pataka FixedFrame,2,22,5028.743816839929,3030.98540909808,1714.00248224181,1054.3926161643801,695.792549687118,464.570272898158,293.558652844036,230.14304438365798,176.895679441911,115.339394788211,1.76836698925531,1.6255827819403001,1.5153835962148798,1.4977121660120702,1.58254668495491,1.27554866422407,1.30100998006134,1.53369696248824,1.42843934249599,1.98497863187338,-30.904276866591502,-23.6844546146851,-21.4270819912032,-22.9523427732959,-26.0887433856597,-31.750526326476603,-37.4755199078048,-41.2482202569245,-41.276318180690005,-35.0663914499223,10.765195900841501,16.8023348348721,18.956375793836397,19.485453423263603,22.823692602593102,21.212246364939602,-48.0307782383115,-38.6114625487357,-34.4496505155266,-38.229416826075294,-41.9087185671323,-45.57419680892329,-54.5742189290696,-58.6877662727444,-0.569873461978188,0.640047877553464,0.32984360257339,-16.879716181551398,2.5718004946453,0.509906054356114,2924.46880485982,1314.17534736625,792.154200260345,526.063510554441,246.482238513731,193.392714336816,110.558268781472,60.196800755491,1.65898930654453,1.50581476260435,2.13428567399649,1.2745166712146898,1.74923790385207,1.8366136969727098,13.452107623411601,3.168439,75.55586227434924,-27.976632451220212,-4.90499695148992,59.12270950662912,46.273937197525015,35.83243252691801,-40.62415543032802,8.376413895929971,49.559467298317,39.018812487256085,0.5188612078633952,-0.01207524860929965,-0.4498388921066976,0.00733108094610202,0.5767892867882018,0.006014979669895837,0.6402070399135908,-1.6440653164391037,0.5191355236808946,4.252898682859204,-0.5267010071897928,3.667063172841196,0.28559868835380087,2.480404142348412,-2.176173745758298,-4.0035675376222954,-3.004241633371599,-7.832052285075292,6.206224769900018,9.909121490630014,-0.7590738524339713,118.72455961377898,-1.8305159209830038,44.38895773991999,22.865428763249,-11.493163092821703,0.0
1,DDK,pataka FixedFrame,3,23,5222.03627284014,3224.1308113886894,1681.65046554383,1025.10985686579,762.257052753483,508.02008915169296,345.23561389830707,253.934028908044,159.383514811337,112.86267115958401,1.9172419462007702,1.6404587803744,1.3448348600551598,1.500446673332,1.47151704140621,1.3595484440698,1.5932264337916398,1.4121898159398898,1.6314055420145601,1.29314644595692,-29.999571009031502,-23.4756157551996,-19.2409890974773,-19.601375870297602,-22.168237186326397,-25.696148091591002,-31.123480038052897,-34.9316169572749,-29.2053473500678,-21.4791559879076,12.618368048565399,16.7998558953993,18.6816741067488,18.2061757121254,18.007768372269698,16.550735828500198,-49.2476796402032,-43.815305932355,-36.0939838037651,-36.0408449928766,-38.283049977046396,-40.374412898451794,-43.7039164638607,-47.674215866553105,28.0097133403451,-0.0131455092530643,0.370599698164048,0.213666583228415,1.18437796866878,0.522927309843224,2720.3067344074398,902.3890839913851,681.878240491677,448.308987327374,227.473114487333,187.199646473437,110.59856907785601,31.964837950712198,1.32338741787787,1.52100060397349,1.9708218632243601,1.21513645336724,1.6926045972769999,3.46000718816068,14.7376468970999,5.385045,193.29245600021022,193.14540229060958,-32.352016697979934,-29.28275929859001,66.46450306636495,43.44981625353495,51.67696105427109,23.790984524386033,-17.512164630574006,-2.476723628626985,0.9047058575599998,0.2088388594855033,2.186092893725899,3.350966902998298,3.9205061993333032,6.054378234885601,6.352039869751906,6.3166032996496,12.070970830622205,13.5872354620147,-1.216901401891704,-5.203843383619301,-1.6443332882384993,2.1885718331986936,3.625668590085901,5.199783910471496,10.870302465208901,11.013550406191293,-204.16207045238025,-411.7862633748649,-110.27595976866792,-77.75452322706701,-19.009124026398013,-6.193067863378985,0.040300296384018,-28.2319628047788,2.216606
1,DDK,pataka FixedFrame,4,21,5225.24910867713,3294.76961013366,1773.29151612087,1043.5036338901,746.605379650576,456.76589219628096,365.389621622217,234.85242424533797,140.22789124407498,70.9576851492466,1.85799660133776,1.69936304822454,1.39766423110757,1.63454713323854,1.2500789983261698,1.5558264846375,1.67479110012831,1.9762185159948602,1.3717957741843798,1.2890216406330302,-28.5204903474838,-24.0953639713317,-19.797172177204498,-19.3794284587486,-22.5640273662189,-26.414031570422395,-32.1393914855976,-40.59156298972329,-37.713676100998505,-34.2396483440208,12.132594416185501,14.495013535014902,19.571690842482102,20.268145057461602,22.4487148443499,21.535892209889802,-51.944846813701496,-43.7346592920629,-36.227958387517205,-34.2921857122194,-38.951119301230705,-42.832172423680504,-48.8627464147723,-53.675283695487394,-1.14031016607823,-0.4811545970465779,0.759911350813172,0.388120772482719,3.8662176602191,0.42888990400621707,2761.2226668367603,1429.2592433744,905.6115060966879,685.22322673266,447.995724629636,224.004047099878,92.3671676885544,49.4433623944225,1.5782255787967,1.32162990214868,1.5295307277745602,1.9999447797025098,2.42514794710583,1.8681409033576202,13.344732632360401,6.043526,3.2128358369900525,70.6387987449707,91.64105057704,18.393777024309884,-15.651673102907012,-51.254196955412,20.154007723909956,-19.08160466270604,-19.155623567262012,-41.90498601033741,1.4790806615477017,-0.619748216132102,-0.556183079727198,0.221947411549003,-0.3957901798925043,-0.7178834788313928,-1.0159114475447026,-5.659946032448396,-8.508328750930705,-12.7604923561132,-2.6971671734982934,0.08064664029210178,-0.13397458375210647,1.7486592806572006,-0.6680693241843088,-2.4577595252287097,-5.158829950911603,-6.001067828934289,40.91593242932049,526.870159383015,223.73326560501084,236.91423940528603,220.52261014230302,36.80440062644098,-18.23140138930161,17.478524443710302,0.6584810000000001
1,DDK,pataka FixedFrame,5,21,5169.46082292948,3006.45943131072,1755.44355331581,1060.6055280520402,767.422142415455,516.468737068056,390.046248276932,257.599170248596,149.379615923396,111.14805353501998,1.7126494472761002,1.6551333242057902,1.38203665157978,1.4859024125488,1.3241217915813999,1.51415956775217,1.72445998509392,1.3439696978258797,1.4588109116346002,2.5294622582482402,-28.836997257878497,-21.0896699183422,-18.786011655726,-19.209423381200498,-21.698655297532202,-25.091076498092605,-31.580894441869603,-36.5548879551526,-39.5273742980577,-43.26799926393479,18.523982154278396,16.9305955870749,15.8457393290353,15.3480783866225,21.8622545317668,17.313340874231802,-51.360229571850795,-36.9858749151354,-39.6136520726206,-35.7166072428008,-35.0551627102357,-37.046733684154795,-46.953331029859505,-48.8942353161014,-3.21813830077258,-0.9550382498444221,-0.103440781948958,0.200271615187998,1.21175399842226,0.307418664466939,2761.25861583269,916.103381944741,690.4128120757621,443.218018487283,222.465491499983,126.228668703231,81.4893950345393,58.5055650370279,1.3268922098801001,1.5577273108890302,1.99230008887611,1.7624006795398401,1.5490195828516,1.39284861163147,14.4753028979971,6.50546,-55.78828574764975,-288.3101788229401,-17.84796280505998,17.10189416194021,20.81676276487906,59.702844871775085,24.656626654714955,22.74674600325804,9.151724679321006,40.19036838577338,-0.3165069103946969,3.005694052989501,1.011160521478498,0.170005077548101,0.8653720686866997,1.3229550723297905,0.5584970437279964,4.036675034570692,-1.813698197059196,-9.02835091991399,0.584617241850701,6.748784376927503,-3.385693685103398,-1.424421530581398,3.895956590995006,5.785438739525709,1.9094153849127977,4.781048379385993,0.035948995929629746,-513.155861429659,-215.1986940209258,-242.005208245377,-225.53023312965303,-97.775378396647,-10.877772654015104,9.0622026426054,0.4619340000000003
1,DDK,pataka FixedFrame,6,23,5135.4158317357505,2742.14893687453,1721.3769886680802,1066.91692203399,724.8541258797411,515.185219300095,377.074535341132,174.746114423966,87.0230697902907,59.1876785563796,1.5929973241923503,1.61341239708374,1.47190570342564,1.406977721264,1.3662689230234502,2.15784217339609,2.0080435549455102,1.4702903021850402,1.60866628419728,1.3778870529996299,-29.023740776552803,-21.3234702882367,-19.4520211725371,-21.0290142857285,-22.1838860642474,-25.8155684026424,-29.8874822479925,-25.5209430001385,-13.8782735278513,-13.1625272532252,19.405409709253,20.4786379987992,18.109826076151897,17.1851827736445,20.8279020418832,0.0419481704635167,-52.3131692891234,-35.7498450908961,-40.7288799974896,-39.930659171336295,-39.1388403618805,-39.369068837891895,-46.643470444525605,-29.929430418456,1.09101198110284,0.9258784179513609,-0.0538944206744425,0.136065146027742,1.83236641283572,-0.8928611323659359,1418.87341629411,883.784003103747,683.7825473254329,246.96967812058898,166.801748326779,45.5704427288412,30.5901643130882,11.8788249163294,1.2924927764837,2.76869028023578,1.48061804266436,3.6603056353720897,1.4897089882365702,2.57518437459559,13.9379808794018,6.50546,-34.0449911937294,-264.31049443618986,-34.06656464772982,6.311393981949777,-42.56801653571392,-1.2835177679610297,-12.971712935799985,-82.85305582463002,-62.35654613310528,-51.96037497864038,-0.18674351867430516,-0.23380036989449948,-0.6660095168111013,-1.8195909045280025,-0.4852307667151976,-0.7244919045497937,1.6934121938771014,11.0339449550141,25.649100770206402,30.10547201070959,-0.9529397172726064,1.2360298242392957,-1.1152279248689965,-4.214051928535497,-4.083677651644798,-2.3223351537371,0.30986058533390093,18.9648048976454,-1342.3851995385799,-32.31937884099409,-6.630264750329161,-196.24834036669404,-55.66374317320398,-80.6582259743898,-50.899230721451104,-46.6267401206985,0.0
1,DDK,pataka FixedFrame,7,21,5235.83001560831,2982.3119640439504,1628.0263868034199,1037.20957681357,678.993839064194,483.06901903081706,364.324603150871,233.76753604582402,174.05282126456402,98.7578523915973,1.83185726485652,1.56962143736168,1.52756846548576,1.4055834928649802,1.32593026892222,1.55849100911709,1.3430838658483601,1.7624200714126999,1.3416507036099499,1.54591142954329,-31.5359476681525,-21.9974350825698,-19.1545346157559,-20.889271641243397,-22.4736090574644,-26.003273201413002,-32.0858241386694,-34.5585709514654,-33.7730580199959,-29.9422172042615,13.3343222165274,18.744056046758,13.1996933278347,14.7493585350249,20.441586808949896,19.002097347292,-47.9890445161826,-35.7699670049097,-35.3317572990971,-37.8985906625138,-34.088964969078106,-37.2229675924893,-46.4448600103629,-51.0879214859614,3.6955091146388,0.6229118879299761,-0.637357487482116,0.312731739392367,2.3046894672663503,0.430898773999725,1416.28774592745,885.500223218719,665.4925958103511,439.755204087889,219.55204349931998,166.373649461973,88.7467064265373,48.631403988915004,1.33059365167012,1.51332511730173,2.0029656617122398,1.31963231082156,1.8747022414819898,1.82488472771146,16.2976984110947,5.855611,100.41418387255908,240.16302716942027,-93.35060186466035,-29.70734522041994,-45.860286815547056,-32.116200269277954,-12.749932190261006,59.021421621858025,87.02975147427331,39.570173835217695,-2.5122068915996962,-0.6739647943331022,0.2974865567812017,0.13974264448510354,-0.28972299321700135,-0.18770479877060353,-2.1983418906769003,-9.037627951326897,-19.894784492144602,-16.7796899510363,4.324124772940799,-0.020121914013600417,5.397122698392501,2.0320685088224977,5.049875392802392,2.1461012454025976,0.19861043416270263,-21.158491067505402,-2.585670366659997,1.7162201149720886,-18.28995151508184,192.78552596730003,52.75029517254097,120.8032067331318,58.156542113449106,36.752579072585604,-0.6498490000000006
1,DDK,pataka FixedFrame,8,20,5232.78786707641,3064.6840083020097,1475.43867694791,1029.5003366005499,717.031561778791,456.621675016711,310.120366969523,203.646392185003,159.096437586994,72.5707118808682,2.07713411352454,1.43315997527487,1.43578106108271,1.57029681464978,1.47240144037875,1.5228375206755098,1.28001855524671,2.19229539663557,1.48012250524184,1.0766564536607601,-32.563263297851,-23.6074700302127,-20.6763397156856,-22.228891885563502,-24.202379283373798,-27.6611537575704,-34.7383727350985,-38.7713870252862,-43.0520007881095,-42.3820864376639,7.64989404474716,17.2853350995751,13.700767628625801,16.1685552070244,21.4766005773013,15.16540019579,-48.728406843653204,-46.2920361064849,-31.257364074959803,-37.9616748152607,-35.9296595141894,-40.3709344903981,-49.137754334871595,-49.90377293088861,18.4823449459305,0.60054920058802,1.75965049215885,0.45757319831836,1.82709609790019,0.105409515967022,1416.29116427458,881.610703158204,440.53505009279996,224.799934698003,161.196344195309,97.4079733146663,58.8576624302662,41.5151781652159,2.00122715087594,1.95967605900161,1.3945721648974199,1.65485779767311,1.6549752282478798,1.4177384039165901,16.078974423584302,5.855611,-3.042148531899329,82.3720442580593,-152.58770985550996,-7.709240213020166,38.03772271459695,-26.44734401410608,-54.204236181347994,-30.121143860821007,-14.956383677570017,-26.187140510729094,-1.0273156296985029,-1.6100349476428981,-1.5218050999297006,-1.3396202443201055,-1.7287702259093969,-1.657880556157398,-2.6525485964290993,-4.212816073820804,-9.278942768113602,-12.439869233402401,-0.7393623274706016,-10.522069101575198,4.074393224137296,-0.06308415274690304,-1.8406945451112975,-3.147966897908802,-2.6928943245086927,1.1841485550727953,0.0034183471300366364,-3.8895200605149967,-224.9575457175511,-214.955269389886,-58.35569930401098,-68.96567614730671,-29.8890439962711,-7.116225823699104,0.0
1,DDK,pataka FixedFrame,9,23,5368.8459594694,3047.61776419667,1518.16447394641,1008.9353903821199,707.491017550372,432.997693317426,342.321765557821,250.826017807425,148.473631989628,90.8635866002152,2.00743583221554,1.5047192202975699,1.4260751943897099,1.6339371513273102,1.2648850785513,1.3647777393676999,1.68936406044777,1.63402786027903,1.4585954484851797,1.15431929342854,-32.5157438266493,-22.5448507077855,-20.1970360224827,-22.283265123467398,-22.540565259056102,-24.7081103734418,-32.171236806661895,-40.9848444411239,-44.7744413720416,-44.4343242855517,10.0402700354099,17.4613252447963,15.2004071129004,16.7290965061656,24.7017699378443,23.8995018502263,-54.322585587401704,-39.1424783418059,-32.5851207431953,-37.658361267279,-37.4836722363677,-39.2696617652218,-49.40988031128611,-56.070738656888196,-107.768641456136,0.517700381259915,-2.15035588726285,0.17681705994105398,2.05772236092925,0.621924290653962,2734.65913376068,888.0689217871151,448.351461508156,221.36525021321398,157.31326162486,74.87896435583079,59.1417353207742,42.3053789678633,1.98074278335091,2.02539224686943,1.4071620404203302,2.10090060644128,1.2660934608986498,1.39797200175657,16.303879778377198,5.530464,136.05809239299015,-17.066244105339592,42.72579699850007,-20.56494621843001,-9.54054422841898,-23.62398169928497,32.20139858829799,47.17962562242198,-10.62280559736601,18.292874719346997,0.047519471201702856,1.0626193224271994,0.4793036932029011,-0.0543732379038957,1.661814024317696,2.9530433841285983,2.567135928436606,-2.213457415837695,-1.722440583932098,-2.0522378478878025,-5.5941787437485,7.1495577646790025,-1.3277566682354944,0.30331354798170196,-1.5540127221782996,1.101272725176301,-0.2721259764145145,-6.166965725999589,1318.3679694861,6.458218628911027,7.816411415356015,-3.434684484789017,-3.8830825704490053,-22.529008958835504,0.2840728905079999,0.7902008026473979,-0.3251469999999994
1,DDK,pataka FixedFrame,10,18,5256.81533329513,2721.8538889209804,1435.5631165331301,910.3585167312281,568.612169383788,345.565993172153,321.521727071944,154.834284637613,111.288892923619,58.9551343628539,1.89601826459169,1.5769206198978898,1.6010183491461203,1.64545175340942,1.07478271008052,2.07655383188847,1.3912824592826203,1.88768788548024,1.7315989817588402,1.85098748055794,-31.3340247414896,-22.4041230017898,-20.817651281102897,-22.970999554629397,-26.448015905813797,-29.8131173117741,-40.5128312086796,-42.2232058580059,-46.336251461739906,-44.612530028998606,12.1535032796097,18.9717542138061,17.5123290387731,12.728658956183601,24.9770176840453,10.9308477569785,-49.0045586258498,-36.760844630676104,-34.5576262813995,-39.789405494909,-40.4833285934025,-39.1766748619974,-54.7901349958193,-51.44367896565821,11.327151969527,0.47864681947098603,-0.7365945497411109,-0.128123031361845,3.11772698479042,-0.401892195764311,2729.96720303329,901.6057094329441,451.169071663108,222.503063496779,157.246612693629,88.29195496993401,60.430967958303796,25.2807569932793,1.99837658665171,2.02769824636432,1.41499431806708,1.78098460666293,1.4610382383888603,2.3903939258768596,14.2305423370902,5.530464,-112.03062617427076,-325.76387527568977,-82.60135741327986,-98.5768736508918,-138.87884816658402,-87.431700145273,-20.800038485876996,-95.991733169812,-37.18473906600899,-31.908452237361303,1.181719085159699,0.14072770599570106,-0.6206152586201981,-0.6877344311619993,-3.9074506467576953,-5.1050069383322985,-8.341594402017705,-1.2383614168820003,-1.5618100896983051,-0.17820574344690243,5.318026961551901,2.381633711129794,-1.972505538204203,-2.1310442276299995,-2.9996563570347945,0.09298690322439995,-5.380254684533192,4.627059691229988,-4.691930727390172,13.536787645829008,2.8176101549520354,1.1378132835650092,-0.06664893123098636,13.412990614103222,1.2892326375295937,-17.024621974583997,0.0
1,DDK,pataka FixedFrame,11,20,5347.837322939779,3000.1251650118897,1475.69740319502,1019.17515363994,695.846740451276,425.03648653160894,397.74659273335897,231.270336680318,124.175780828545,81.0351554755612,2.03302191798694,1.44793306422809,1.4646546349832499,1.6371458980605103,1.0686112572598299,1.71983401954034,1.86244318446962,1.53236925504505,1.4202834221642,1.4922508286249199,-31.582699997379102,-23.076101480826303,-19.2728813304151,-22.089158703700104,-24.441505490230604,-29.200176247831504,-37.312496888770596,-41.589736076287295,-43.6883948652843,-38.98076062802,7.16166393364022,16.5365233170914,14.4068675353349,16.6420831077091,23.894174567715698,15.463294070798,-49.7713098276318,-38.655279468170704,-30.2377654144666,-35.8094046475066,-36.4960262390349,-41.0835885979397,-53.0943508155471,-52.7757909595686,-117.24563519368601,1.3199533745219298,0.11786816689277099,0.469247226543954,3.0386853687767204,-0.0443644950784454,2729.85850280293,884.805333691056,657.081310310611,438.792351598274,222.822580989151,169.423459371192,102.99557114595899,74.949913756056,1.3465690163562802,1.4974766718636598,1.9692454402529198,1.31518139114941,1.64495868595258,1.37419199014938,15.51205415431,5.530464,91.0219896446497,278.2712760909094,40.134286661889746,108.81663690871198,127.23457106748799,79.47049335945593,76.22486566141498,76.436052042705,12.886887904925999,22.0800211127073,-0.248675255889502,-0.671978479036504,1.5447699506877974,0.8818408509292937,2.006510415583193,0.6129410639425963,3.200334319909004,0.6334697817186026,2.647856596455604,5.631769400978605,-0.7667512017819931,-1.8944348374946003,4.319860866932899,3.980000847402401,3.9873023543676,-1.9069137359423038,1.6957841802721987,-1.3321119939103951,-0.10870023035977283,-16.800375741888047,205.912238647503,216.28928810149503,65.57596829552199,81.13150440125798,42.564603187655194,49.66915676277671,0.0
