subject,soundtype,recording,segmentNum,numIMF,OBW1,OBW2,OBW3,OBW4,OBW5,OBW6,OBW7,OBW8,OBW9,OBW10,OBWRatio1,OBWRatio2,OBWRatio3,OBWRatio4,OBWRatio5,OBWRatio6,OBWRatio7,OBWRatio8,OBWRatio9,OBWRatio10,PobwdB1,PobwdB2,PobwdB3,PobwdB4,PobwdB5,PobwdB6,PobwdB7,PobwdB8,PobwdB9,PobwdB10,PobwRatio_23,PobwRatio_34,PobwRatio_45,PobwRatio_56,PobwRatio_67,PobwRatio_78,P3dB1,P3dB2,P3dB3,P3dB4,P3dB5,P3dB6,P3dB7,P3dB8,P3dBBalancing_23,P3dBBalancing_34,P3dBBalancing_45,P3dBBalancing_56,P3dBBalancing_67,P3dBBalancing_78,FCenter1,FCenter2,FCenter3,FCenter4,FCenter5,FCenter6,FCenter7,FCenter8,FCRatio1,FCRatio2,FCRatio3,FCRatio4,FCRatio5,FCRatio6,SNRdB, Amplification ,deltaOBW1,deltaOBW2,deltaOBW3,deltaOBW4,deltaOBW5,deltaOBW6,deltaOBW7,deltaOBW8,deltaOBW9,deltaOBW10,deltaPobwdB1,deltaPobwdB2,deltaPobwdB3,deltaPobwdB4,deltaPobwdB5,deltaPobwdB6,deltaPobwdB7,deltaPobwdB8,deltaPobwdB9,deltaPobwdB10,deltaP3dB1,deltaP3dB2,deltaP3dB3,deltaP3dB4,deltaP3dB5,deltaP3dB6,deltaP3dB7,deltaP3dB8,deltaFCenter1,deltaFCenter2,deltaFCenter3,deltaFCenter4,deltaFCenter5,deltaFCenter6,deltaFCenter7,deltaFCenter8,deltaAmp
1,DDK,pataka FixedFrame,1,19,6439.19585663948,3647.7291610169896,1952.7522164652103,1101.01216246619,734.307194423155,632.874329414446,371.15455698999494,227.802578952511,135.678069142656,91.47484099230499,1.86799386540703,1.77359731621055,1.49938904429652,1.1602733122428202,1.7051503679409399,1.62928162928027,1.6789933730041,1.48322825894903,1.6391440951983702,1.62224922214634,-34.8700220818334,-27.5671899477479,-24.318438972785398,-23.9738500227378,-26.1526717084157,-31.806195112905804,-34.5726255391046,-38.4489343481855,-42.841147322432604,-48.139889074246,14.112033720393699,18.13087698738,16.246851130132,20.9617617444873,17.924528561477498,18.790400981734198,-57.8286438411164,-44.910299020378396,-41.6792236681416,-42.4493159601654,-40.2207011528699,-47.1144334529031,-49.7307236743832,-53.363026520838794,-0.38842392709131107,0.855307005004202,-0.326725859901522,3.03139105991342,0.268697357104548,1.00667963820673,5758.7169486312405,1172.40685878444,658.671394290989,385.683259964944,167.749788724468,130.630412329077,95.22919610407591,53.6927087444834,1.77995715154208,1.7078039486361398,2.29915794766475,1.2841557010620301,1.37174750678679,1.7735964217648101,15.7840990922273,2.756857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,DDK,pataka FixedFrame,2,20,6450.18863494579,3637.9730162717206,1897.66173983583,1107.06997341627,760.705307183475,666.364924996481,367.618826498947,224.27369924459703,217.15606064988302,188.257829084119,1.9170819224012199,1.7141298972998997,1.45532042824207,1.1415746517383,1.8126517930071002,1.6391526413358701,1.0327766057894598,1.15350347821578,2.7476337833679505,1.7488026882263898,-35.0280549736227,-28.1627281811285,-24.973242170415002,-25.396765214944896,-28.028577101995396,-31.8026039464652,-34.7601787211726,-40.6280061394361,-42.0801255731654,-46.638755595366,12.3741559093774,11.8900667930442,12.555687506888098,12.907334687045,12.2102265713009,18.910983850218603,-54.1598659896026,-38.4429520244033,-40.536884090505794,-36.863308963459204,-37.952452721833,-40.9359117890404,-44.012830517766105,-53.6711625713912,0.22920974569139302,-2.86937365397395,0.326109227985372,0.7309551437166959,0.513285136530325,1.7735842298563,5755.261843767571,1319.83913739991,700.6753377048731,508.67273527111297,383.327841674703,252.99743386517503,173.454469236781,85.2712417466838,1.88366717989985,1.3774580179364802,1.32699136344701,1.5151451768438997,1.4585812344783702,2.03414968146076,15.1201518197393,2.756857,10.992778306310356,-9.756144745269012,-55.09047662938019,6.057810950080011,26.398112760320032,33.490595582034985,-3.535730491047957,-3.5288797079139727,81.47799150722702,96.78298809181402,-0.15803289178930413,-0.5955382333806014,-0.6548031976296045,-1.4229151922070962,-1.8759053935796963,0.0035911664406036437,-0.18755318206800098,-2.1790717912505997,0.7610217492672078,1.50113347888,3.668777851513802,6.467346995975099,1.1423395776358092,5.586006996706196,2.268248431036902,6.178521663862703,5.7178931566170945,-0.308136050552406,-3.455104863669476,147.43227861547007,42.00394341388403,122.98947530616897,215.578052950235,122.36702153609804,78.22527313270508,31.578533002200402,0.0
1,DDK,pataka FixedFrame,3,20,6338.75174976538,3471.7409537119106,1322.74541711696,883.017776061845,698.0092384476719,505.626903941135,334.037765784263,203.11749480200803,150.808719596089,141.20139098263098,2.6246478791655,1.49798277336641,1.26505170336373,1.3804827888053501,1.51368185197267,1.6445543802609,1.3468551112032399,1.06803990064545,1.28648784841508,1.64046389953295,-38.539167458933605,-30.3135172730861,-24.828199636300603,-27.3281484978378,-30.9520905440013,-35.4188180431685,-36.0899118212184,-38.061518549137396,-40.8991457602246,-39.46872614915,9.66701053522953,18.5805867459338,20.1126939265886,15.735322666849301,13.700260024726902,13.1263653988665,-65.2692926906966,-46.157669925548106,-39.9805278083156,-43.4087863822344,-47.4408424244264,-46.6874132108506,-49.1190780678954,-49.2162772200849,-0.7626474794576641,0.781631293825427,0.797813058374696,-0.29152162263793896,0.30852712208388,0.00922461680157566,5748.30738755059,1164.37973168053,664.159332353405,490.04911572399203,345.225199692188,288.603874105904,167.126204907506,94.75306775270609,1.75316324706999,1.35529135966746,1.4195056333110498,1.19619045573001,1.7268618901843,1.76380785204427,16.4783912326052,2.679971,-111.43688518041017,-166.23206255980995,-574.9163227188701,-224.05219735442495,-62.696068735803124,-160.738021055346,-33.581060714683986,-21.156204442589,-66.34734105379403,-47.05643810148803,-3.5111124853109033,-2.1507890919575985,0.14504253411439905,-1.9313832828929058,-2.9235134420059055,-3.616214096703299,-1.3297331000458001,2.5664875902987063,1.180979812940798,7.170029446215999,-11.109426701094002,-7.714717901144809,0.556356282190194,-6.545477418775199,-9.488389702593402,-5.751501421810204,-5.1062475501292965,4.454885351306302,-6.954456216981271,-155.4594057193799,-36.51600535146804,-18.62361954712094,-38.10264198251497,35.606440240729,-6.328264329274987,9.481826006022288,-0.07688600000000001
1,DDK,pataka FixedFrame,4,21,6493.86838057252,3454.3856036241805,1452.42188071918,897.478813126914,679.591822354014,470.20410082930493,274.672085199887,192.716596912668,127.844820355025,62.5839378292108,2.3783624093529303,1.61833556344219,1.32061449771154,1.4453124104094601,1.7118743627956399,1.42526429793879,1.5074259276010902,2.04277366988169,2.30830514605782,1.1340596726967,-34.2214787160918,-28.3827350315447,-23.7829004126019,-24.705272969790503,-29.263890793122002,-31.3509031041359,-31.674969930206498,-30.7292029094287,-29.269878278042697,-26.415346124949103,9.89205515333006,12.500866291441,18.083448030745302,19.0421194201652,12.945834422318699,3.95549289677283,-46.811573816147394,-45.1279721891328,-38.274790184874796,-36.2837667040429,-42.7887210005358,-48.3060102132872,-44.296737526454706,-35.6304628269793,-0.8241230094160842,-0.552351474242592,1.56985837781955,0.7465008059769341,-0.467511901684165,-0.258249180656966,1313.4173819640303,1172.0670072728099,658.6036196123571,512.995901077032,384.9261332704701,230.61634723990298,127.272275175361,17.3562636447999,1.77962430264606,1.2838379765406,1.33271258232959,1.66911902767259,1.81199202200282,7.33293050739599,14.517231801928599,2.677124,155.1166308071406,-17.35535008773013,129.6764636022201,14.461037065069036,-18.41741609365795,-35.42280311183009,-59.36568058437598,-10.40089788934003,-22.963899241063984,-78.61745315342019,4.317688742841803,1.9307822415413973,1.0452992236987022,2.622875528047299,1.6881997508792992,4.067914939032601,4.414941891011903,7.332315639708696,11.629267482181902,13.053380024200898,18.457718874549208,1.029697736415308,1.705737623440804,7.1250196781915065,4.652121423890598,-1.6185970024366014,4.8223405414406955,13.5858143931056,-4434.89000558656,7.687275592279775,-5.555712741047955,22.946785353040013,39.70093357828205,-57.98752686600105,-39.853929732145005,-77.39680410790619,-0.002847000000000044
1,DDK,pataka FixedFrame,5,20,6403.187191529929,3399.36155322027,1517.52391170896,936.4934181579902,740.443779362969,573.287917437194,335.07769749336103,241.714039988832,182.596517264207,145.759519607097,2.2400711626297096,1.62043200975594,1.2647731593662501,1.2915740186414901,1.71091039996344,1.3862566589381498,1.3237604068816102,1.25272447217449,2.19995733876704,1.7782305979648199,-34.6899287113728,-27.8362601760915,-24.416398320118297,-24.5456926228425,-28.5076064833275,-32.7774438945319,-34.9184165938765,-37.3725347796765,-41.264966724538105,-44.9378055612169,11.202427520916,10.1198286703345,22.933262571825498,18.954518246149302,17.3944430388328,17.2601185507097,-54.436951994106394,-36.540586425514896,-39.0386876970075,-34.536226990452796,-47.478955194667996,-47.4621247294768,-50.1718869333647,-52.1785351445862,0.24908945086244502,-10.214231685923199,3.1149479910304803,-0.0017743626924175602,0.286981853071569,0.5262063030144779,1318.95001105936,1310.51890873628,658.153791141407,478.60671571862997,247.993937058862,128.88435347754,98.9474644131529,80.017666759719,1.99120467947698,1.37514533232821,1.92991297043295,1.9241585992987,1.30255337255927,1.2365702278007802,14.7208256020029,2.677124,-90.68118904259154,-55.02405040391068,65.1020309897799,39.014605031076144,60.85195700895508,103.08381660788905,60.40561229347401,48.99744307616402,54.75169690918199,83.1755817778862,-0.4684499952809986,0.5464748554532015,-0.6334979075163965,0.1595803469480046,0.756284309794502,-1.4265407903960003,-3.243446663670003,-6.643331870247799,-11.995088446495409,-18.522459436267795,-7.625378177959,8.587385763617903,-0.7638975121327007,1.7475397135901005,-4.690234194132195,0.8438854838104035,-5.875149406909998,-16.548072317606902,5.532629095329639,138.45190146347022,-0.449828470950024,-34.389185358402074,-136.93219621160807,-101.73199376236298,-28.324810762208102,62.66140311491911,0.0
1,DDK,pataka FixedFrame,6,23,6352.91623370943,3513.5792428100704,1516.63946982979,1001.3917433757199,756.4615138146941,577.101800186239,331.95477827986804,210.929315760658,158.250049750386,131.337561250278,2.31668719738937,1.51453163046577,1.3237841252833702,1.31079389038567,1.7384952347325102,1.57377260283979,1.33288625244267,1.2049108285848502,1.29864872005542,1.55456053298023,-34.7807918393133,-28.214150297598902,-24.603099823766197,-24.7534481269485,-29.3607133293026,-32.6156544923277,-32.331768621631696,-34.5060177296442,-39.1809415599189,-44.4337352462164,13.240620462818198,16.9639624973118,17.9712878983038,15.1178788549808,6.34336482965529,18.475572113502,-56.888681134746506,-37.76721389858871,-41.454770760417105,-41.5670623210779,-42.7247360252523,-44.4785921842834,-38.959019321983,-50.8073407351338,0.34840020876681105,0.032038990399475,0.31871851867744705,0.41678388237786407,-0.371732943114691,-10.0730081941982,1321.72652849478,1306.3323633126402,634.634627851392,497.75719225701,386.968072089666,289.067705352278,112.05521611767401,57.10722149019279,2.05840070173186,1.2749883632494199,1.28630041638596,1.33867625101213,2.57968986511719,1.96218995065129,14.658145591241698,2.677124,-50.27095782049855,114.21768958980056,-0.8844418791700264,64.89832521772973,16.017734451725005,3.8138827490449785,-3.1229192134929917,-30.784724228174014,-24.346467513820983,-14.421958356819005,-0.09086312794050144,-0.3778901215074022,-0.1867015036478996,-0.2077555041060002,-0.8531068459751019,0.16178940220419946,2.586647972244805,2.8665170500323,2.084025164619206,0.5040703150004973,-2.4517291406401114,-1.2266274730738118,-2.4160830634096087,-7.030835330625102,4.754219169415698,2.9835325451933983,11.212867611381704,1.3711944094524,2.7765174354201463,-4.186545423639927,-23.519163290015058,19.15047653838002,138.974135030804,160.18335187473798,13.107751704521107,-22.910445269526214,0.0
1,DDK,pataka FixedFrame,7,21,6482.692472733471,3467.6236256341804,1415.6706816599801,867.118478867043,675.518442111017,485.461298722965,327.170768173948,260.028595752823,175.629558832845,107.775267250306,2.44945640999511,1.6326150533773203,1.28363405765396,1.3914980326712099,1.48381623893996,1.2582107257347501,1.4805514372458402,1.6295905666830701,1.40620072126519,1.6182275550673602,-34.554807790198005,-27.772813897095602,-23.056312213055,-24.3263317453922,-28.773218244710897,-33.184567908329804,-34.5148810573812,-39.074620071934596,-42.504586407179204,-41.682848936412604,10.1609362347893,11.8829215148304,18.6416264536278,19.9602737977527,13.180048198227198,19.5585434925183,-51.1650416189423,-44.503973293185,-37.9337501318849,-34.9392337278854,-42.96795819902,-48.733492042463595,-46.3646161065569,-54.0734245498996,-0.789722158828509,-0.823602939589896,1.96272865307025,1.35224154151169,-0.293762701787987,0.9959094913314579,1312.0895407166001,1172.22630997212,658.5134007563549,511.81605837114006,385.455975532674,286.830304164077,164.012579728926,95.9104143598411,1.7801100306018502,1.28662121867001,1.3278197533812899,1.34384676213354,1.74883112404024,1.7100601725436801,15.1205781918823,2.677124,129.77623902404048,-45.955617175889984,-100.96878816980984,-134.2732645086769,-80.9430717036771,-91.64050146327395,-4.784010105920061,49.09927999216498,17.37950908245898,-23.562293999971985,0.22598404911529713,0.4413364005032996,1.5467876107111955,0.4271163815562993,0.5874950845917049,-0.5689134160021041,-2.183112435749507,-4.568602342290397,-3.3236448472603044,2.7508863098037963,5.723639515804209,-6.736759394596291,3.521020628532206,6.627828593192497,-0.24322217376770539,-4.254899858180195,-7.405596784573902,-3.2660838147658,-9.6369877781799,-134.10605334052025,23.878772904962943,14.058866114130069,-1.5120965569919917,-2.2374011882009768,51.95736361125199,38.803192869648306,0.0
1,DDK,pataka FixedFrame,8,21,6464.05476239448,3620.0441650011,1589.8491731770098,951.222170156273,716.545685203731,558.2497556259369,326.691252321093,259.399540460447,177.183836340626,100.43934615645901,2.27697332934239,1.6713752297382,1.32751084794519,1.2835575438816,1.70879921534371,1.25941338115403,1.46401356815508,1.7640879109728402,1.5988092079133098,1.59745159325617,-35.0177782459603,-27.9959058821824,-24.198163211795503,-23.5735606650028,-27.3159669994629,-32.3643845641424,-34.2704664394883,-41.10406425622121,-45.175808319294994,-47.7821611040422,13.1858843678302,14.495593809818999,16.8385350431927,18.5931240904888,17.800723944655303,20.958159205823698,-56.9158787993366,-45.57926897194489,-41.181790250012604,-38.6937570216145,-40.4120957081955,-45.90909108995171,-50.1651085087977,-55.22862564531201,-0.5284267926813039,-0.5844954166600079,0.494204580516868,1.3513572222366599,0.522589031892736,0.849256978914803,1310.42033231625,1172.26311795585,658.435156679608,490.199627150792,385.217044775944,290.571991863022,165.231142893983,109.297207795276,1.7803774693128502,1.3431979956954598,1.2725283935343799,1.3257198063244098,1.75857884157747,1.5117599637447,15.6397451208618,2.677124,-18.637710338990473,152.42053936691946,174.17849151702967,84.10369128923003,41.027243092714,72.78845690297192,-0.47951585285500187,-0.6290552923759947,1.554277507780995,-7.335921093846991,-0.4629704557622958,-0.22309198508679629,-1.1418509987405017,0.752771080389401,1.4572512452479955,0.8201833441874058,0.2444146178929003,-2.0294441842866107,-2.67122191211579,-6.0993121676295985,-5.750837180394306,-1.0752956787598933,-3.2480401181277045,-3.7545232937291004,2.5558624908245022,2.824400952511887,-3.800492402240799,-1.1552010954124086,-1.669208400350044,0.03680798373011385,-0.07824407674695522,-21.616431220348034,-0.23893075673004205,3.741687698944986,1.2185631650569917,13.386793435434896,0.0
1,DDK,pataka FixedFrame,9,20,6395.67495218776,3446.98362899388,1565.34394367737,957.4941889888389,711.714675085968,551.020742264378,352.470710029679,234.778494664179,178.319384147555,108.39687879631599,2.20206149767704,1.63483388377579,1.3453343348206002,1.29162955311125,1.5633093093550399,1.50129044201363,1.31661790885227,1.6450601357501,1.8943709158197701,1.13818830125886,-34.4811422914461,-28.252912925807,-24.4332541096874,-24.4916935396137,-28.6618716076686,-31.8532740699432,-34.6411471429172,-39.8156762097811,-44.5476547761996,-45.1902262122429,9.44119287717785,10.562807899722001,19.1656085207393,17.9540730810703,18.385328077496702,17.8389732628393,-54.14144421315579,-43.83229217940411,-37.694105802984794,-34.9960620094094,-43.6573020603529,-46.6159446887389,-50.2386021474399,-52.4801204057565,-0.742071903739903,-0.742199986580507,2.20066251458362,0.704356657847771,0.442562755292938,12.0206301824161,1310.43037329584,1167.67326633681,658.140706161425,511.550358811117,389.413274309385,291.04719834134,165.02556837716298,97.2950339476331,1.77420003869265,1.28656093153956,1.313643865167,1.33797293541606,1.7636491193665,1.69613557528521,14.7346688298949,2.677124,-68.37981020672032,-173.06053600721998,-24.50522949963988,6.272018832565891,-4.831010117762958,-7.229013361558941,25.77945770858605,-24.621045796267993,1.1355478069290257,7.957532639856979,0.5366359545142032,-0.2570070436246006,-0.2350908978918973,-0.918132874610901,-1.3459046082057,0.5111104941991975,-0.3706807034288957,1.2883880464401045,0.6281535430953937,2.591934891799305,2.77443458618081,1.746976792540785,3.48768444702781,3.697695012205102,-3.245206352157396,-0.7068535987871911,-0.07349363864219782,2.748505239555506,0.0100409795898031,-4.589851619040019,-0.29445051818299817,21.350731660324982,4.196229533440999,0.47520647831800034,-0.2055745168200076,-12.002173847642894,0.0
2,DDK,pataka FixedFrame,1,21,4881.47930618509,2170.65741390851,1324.11694205896,939.423350653631,452.92218350775397,295.82079091195703,231.197799647629,183.5106461329,117.989687876667,73.3456962730718,1.63932455280967,1.40949971185798,2.07413852723676,1.5310694765958999,1.2795138680507299,1.25986041965213,1.5553108872083898,1.6086790891912999,2.0586781679824497,1.9074079160478703,-24.580546369661604,-21.8998801805659,-18.2352284623472,-20.093168555074502,-18.323299588687,-26.169788202340303,-30.4482353494124,-31.872371853708,-18.396238681323602,-9.75633866668965,5.4642252244533305,16.1375859725965,9.39535355914921,22.2945184328362,18.455326125693603,12.5695199285462,-37.836089199281396,-30.4862802200975,-27.364105405019302,-34.3728144349437,-29.4885221142237,-40.61781802152311,-44.625114328034,-43.0177552779586,-0.164090553030571,-311.026151255996,-11.0291799442475,1.65823390779093,3.42012750540777,-0.29943353678415,1612.85832908593,923.6140710799659,247.397174726956,150.669800938789,95.7551710447463,16.2076120942449,13.349065690007,5.91622327774125,3.73332505554815,1.6419824887633798,1.57348996712022,5.908036945106031,1.21413831279427,2.2563492051137595,166.915113857192,10.495836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
