subject,segmentNum,deltaOBW1,deltaOBW2,deltaOBW3,deltaOBW4,deltaOBW5,deltaOBW6,deltaOBW7,deltaOBW8,deltaOBW9,deltaOBW10,deltaPobwdB1,deltaPobwdB2,deltaPobwdB3,deltaPobwdB4,deltaPobwdB5,deltaPobwdB6,deltaPobwdB7,deltaPobwdB8,deltaPobwdB9,deltaPobwdB10,deltaP3dB1,deltaP3dB2,deltaP3dB3,deltaP3dB4,deltaP3dB5,deltaP3dB6,deltaP3dB7,deltaP3dB8,deltaFCenter1,deltaFCenter2,deltaFCenter3,deltaFCenter4,deltaFCenter5,deltaFCenter6,deltaFCenter7,deltaFCenter8,deltaAmp
1.0,2.0,75.55586227434924,-27.976632451220212,-4.90499695148992,59.12270950662912,46.273937197525015,35.83243252691801,-40.62415543032802,8.376413895929971,49.559467298317,39.018812487256085,0.5188612078633952,-0.01207524860929965,-0.4498388921066976,0.00733108094610202,0.5767892867882018,0.006014979669895837,0.6402070399135908,-1.6440653164391037,0.5191355236808946,4.252898682859204,-0.5267010071897928,3.667063172841196,0.28559868835380087,2.480404142348412,-2.176173745758298,-4.0035675376222954,-3.004241633371599,-7.832052285075292,6.206224769900018,9.909121490630014,-0.7590738524339713,118.72455961377898,-1.8305159209830038,44.38895773991999,22.865428763249,-11.493163092821703,0.0
1.0,3.0,193.29245600021022,193.14540229060958,-32.352016697979934,-29.28275929859001,66.46450306636495,43.44981625353495,51.67696105427109,23.790984524386033,-17.512164630574006,-2.476723628626985,0.9047058575599998,0.2088388594855033,2.186092893725899,3.350966902998298,3.9205061993333032,6.054378234885601,6.352039869751906,6.3166032996496,12.070970830622205,13.5872354620147,-1.216901401891704,-5.203843383619301,-1.6443332882384993,2.1885718331986936,3.625668590085901,5.199783910471496,10.870302465208901,11.013550406191293,-204.16207045238025,-411.7862633748649,-110.27595976866792,-77.75452322706701,-19.009124026398013,-6.193067863378985,0.040300296384018,-28.2319628047788,2.216606
1.0,4.0,3.2128358369900525,70.6387987449707,91.64105057704,18.393777024309884,-15.651673102907012,-51.254196955412,20.154007723909956,-19.08160466270604,-19.155623567262012,-41.90498601033741,1.4790806615477017,-0.619748216132102,-0.556183079727198,0.221947411549003,-0.3957901798925043,-0.7178834788313928,-1.0159114475447026,-5.659946032448396,-8.508328750930705,-12.7604923561132,-2.6971671734982934,0.08064664029210178,-0.13397458375210647,1.7486592806572006,-0.6680693241843088,-2.4577595252287097,-5.158829950911603,-6.001067828934289,40.91593242932049,526.870159383015,223.73326560501084,236.91423940528603,220.52261014230302,36.80440062644098,-18.23140138930161,17.478524443710302,0.6584810000000001
1.0,5.0,-55.78828574764975,-288.3101788229401,-17.84796280505998,17.10189416194021,20.81676276487906,59.702844871775085,24.656626654714955,22.74674600325804,9.151724679321006,40.19036838577338,-0.3165069103946969,3.005694052989501,1.011160521478498,0.170005077548101,0.8653720686866997,1.3229550723297905,0.5584970437279964,4.036675034570692,-1.813698197059196,-9.02835091991399,0.584617241850701,6.748784376927503,-3.385693685103398,-1.424421530581398,3.895956590995006,5.785438739525709,1.9094153849127977,4.781048379385993,0.035948995929629746,-513.155861429659,-215.1986940209258,-242.005208245377,-225.53023312965303,-97.775378396647,-10.877772654015104,9.0622026426054,0.4619340000000003
1.0,6.0,-34.0449911937294,-264.31049443618986,-34.06656464772982,6.311393981949777,-42.56801653571392,-1.2835177679610297,-12.971712935799985,-82.85305582463002,-62.35654613310528,-51.96037497864038,-0.18674351867430516,-0.23380036989449948,-0.6660095168111013,-1.8195909045280025,-0.4852307667151976,-0.7244919045497937,1.6934121938771014,11.0339449550141,25.649100770206402,30.10547201070959,-0.9529397172726064,1.2360298242392957,-1.1152279248689965,-4.214051928535497,-4.083677651644798,-2.3223351537371,0.30986058533390093,18.9648048976454,-1342.3851995385799,-32.31937884099409,-6.630264750329161,-196.24834036669404,-55.66374317320398,-80.6582259743898,-50.899230721451104,-46.6267401206985,0.0
1.0,7.0,100.41418387255908,240.16302716942027,-93.35060186466035,-29.70734522041994,-45.860286815547056,-32.116200269277954,-12.749932190261006,59.021421621858025,87.02975147427331,39.570173835217695,-2.5122068915996962,-0.6739647943331022,0.2974865567812017,0.13974264448510354,-0.28972299321700135,-0.18770479877060353,-2.1983418906769003,-9.037627951326897,-19.894784492144602,-16.7796899510363,4.324124772940799,-0.020121914013600417,5.397122698392501,2.0320685088224977,5.049875392802392,2.1461012454025976,0.19861043416270263,-21.158491067505402,-2.585670366659997,1.7162201149720886,-18.28995151508184,192.78552596730003,52.75029517254097,120.8032067331318,58.156542113449106,36.752579072585604,-0.6498490000000006
1.0,8.0,-3.042148531899329,82.3720442580593,-152.58770985550996,-7.709240213020166,38.03772271459695,-26.44734401410608,-54.204236181347994,-30.121143860821007,-14.956383677570017,-26.187140510729094,-1.0273156296985029,-1.6100349476428981,-1.5218050999297006,-1.3396202443201055,-1.7287702259093969,-1.657880556157398,-2.6525485964290993,-4.212816073820804,-9.278942768113602,-12.439869233402401,-0.7393623274706016,-10.522069101575198,4.074393224137296,-0.06308415274690304,-1.8406945451112975,-3.147966897908802,-2.6928943245086927,1.1841485550727953,0.0034183471300366364,-3.8895200605149967,-224.9575457175511,-214.955269389886,-58.35569930401098,-68.96567614730671,-29.8890439962711,-7.116225823699104,0.0
1.0,9.0,136.05809239299015,-17.066244105339592,42.72579699850007,-20.56494621843001,-9.54054422841898,-23.62398169928497,32.20139858829799,47.17962562242198,-10.62280559736601,18.292874719346997,0.047519471201702856,1.0626193224271994,0.4793036932029011,-0.0543732379038957,1.661814024317696,2.9530433841285983,2.567135928436606,-2.213457415837695,-1.722440583932098,-2.0522378478878025,-5.5941787437485,7.1495577646790025,-1.3277566682354944,0.30331354798170196,-1.5540127221782996,1.101272725176301,-0.2721259764145145,-6.166965725999589,1318.3679694861,6.458218628911027,7.816411415356015,-3.434684484789017,-3.8830825704490053,-22.529008958835504,0.2840728905079999,0.7902008026473979,-0.3251469999999994
1.0,10.0,-112.03062617427076,-325.76387527568977,-82.60135741327986,-98.5768736508918,-138.87884816658402,-87.431700145273,-20.800038485876996,-95.991733169812,-37.18473906600899,-31.908452237361303,1.181719085159699,0.14072770599570106,-0.6206152586201981,-0.6877344311619993,-3.9074506467576953,-5.1050069383322985,-8.341594402017705,-1.2383614168820003,-1.5618100896983051,-0.17820574344690243,5.318026961551901,2.381633711129794,-1.972505538204203,-2.1310442276299995,-2.9996563570347945,0.09298690322439995,-5.380254684533192,4.627059691229988,-4.691930727390172,13.536787645829008,2.8176101549520354,1.1378132835650092,-0.06664893123098636,13.412990614103222,1.2892326375295937,-17.024621974583997,0.0
1.0,11.0,91.0219896446497,278.2712760909094,40.134286661889746,108.81663690871198,127.23457106748799,79.47049335945593,76.22486566141498,76.436052042705,12.886887904925999,22.0800211127073,-0.248675255889502,-0.671978479036504,1.5447699506877974,0.8818408509292937,2.006510415583193,0.6129410639425963,3.200334319909004,0.6334697817186026,2.647856596455604,5.631769400978605,-0.7667512017819931,-1.8944348374946003,4.319860866932899,3.980000847402401,3.9873023543676,-1.9069137359423038,1.6957841802721987,-1.3321119939103951,-0.10870023035977283,-16.800375741888047,205.912238647503,216.28928810149503,65.57596829552199,81.13150440125798,42.564603187655194,49.66915676277671,0.0
